geneId	chr	strand	start	end	ensembl_gene_id	hgnc_symbol	description
ENSG00000182446.12	chr17	-	81556887	81648465	ENSG00000182446	NPLOC4	NPL4 homolog, ubiquitin recognition factor [Source:HGNC Symbol;Acc:HGNC:18261]
ENSG00000182463.14	chr20	+	52972407	53495330	ENSG00000182463	TSHZ2	teashirt zinc finger homeobox 2 [Source:HGNC Symbol;Acc:HGNC:13010]
ENSG00000182472.7	chr19	-	38730187	38769904	ENSG00000182472	CAPN12	calpain 12 [Source:HGNC Symbol;Acc:HGNC:13249]
ENSG00000182473.19	chr17	-	76081017	76121576	ENSG00000182473	EXOC7	exocyst complex component 7 [Source:HGNC Symbol;Acc:HGNC:23214]
ENSG00000182481.7	chr17	+	68035519	68046842	ENSG00000182481	KPNA2	karyopherin subunit alpha 2 [Source:HGNC Symbol;Acc:HGNC:6395]
ENSG00000182484.13	chrX	+	156020826	156025710	ENSG00000182484	WASH6P	WAS protein family homolog 6 pseudogene [Source:HGNC Symbol;Acc:HGNC:31685]
ENSG00000182487.11	chr7	+	73220624	73235945	ENSG00000182487	NCF1B	neutrophil cytosolic factor 1B pseudogene [Source:HGNC Symbol;Acc:HGNC:32522]
ENSG00000182489.8	chrX	-	100913445	100929433	ENSG00000182489	XKRX	XK related, X-linked [Source:HGNC Symbol;Acc:HGNC:29845]
ENSG00000182492.14	chrX	+	153494939	153509554	ENSG00000182492	BGN	biglycan [Source:HGNC Symbol;Acc:HGNC:1044]
ENSG00000182504.9	chr3	+	101723925	101770562	ENSG00000182504	CEP97	centrosomal protein 97 [Source:HGNC Symbol;Acc:HGNC:26244]
ENSG00000182511.10	chr15	+	90883695	90895776	ENSG00000182511	FES	FES proto-oncogene, tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:3657]
ENSG00000182512.4	chr14	+	95533503	95544724	ENSG00000182512	GLRX5	glutaredoxin 5 [Source:HGNC Symbol;Acc:HGNC:20134]
ENSG00000182518.12	chrX	-	55143102	55161310	ENSG00000182518	FAM104B	family with sequence similarity 104 member B [Source:HGNC Symbol;Acc:HGNC:25085]
ENSG00000182534.12	chr17	-	76672551	76711016	ENSG00000182534	MXRA7	matrix remodeling associated 7 [Source:HGNC Symbol;Acc:HGNC:7541]
ENSG00000182541.16	chr22	+	31212239	31280080	ENSG00000182541	LIMK2	LIM domain kinase 2 [Source:HGNC Symbol;Acc:HGNC:6614]
ENSG00000182544.8	chr12	+	53251251	53254405	ENSG00000182544	MFSD5	major facilitator superfamily domain containing 5 [Source:HGNC Symbol;Acc:HGNC:28156]
ENSG00000182551.12	chr2	-	3497361	3519736	ENSG00000182551	ADI1	acireductone dioxygenase 1 [Source:HGNC Symbol;Acc:HGNC:30576]
ENSG00000182552.13	chr4	-	183639635	183659225	ENSG00000182552	RWDD4	RWD domain containing 4 [Source:HGNC Symbol;Acc:HGNC:23750]
ENSG00000182557.6	chr17	+	4433688	4488208	ENSG00000182557	SPNS3	sphingolipid transporter 3 (putative) [Source:HGNC Symbol;Acc:HGNC:28433]
ENSG00000182568.15	chr3	-	18345387	18445588	ENSG00000182568	SATB1	SATB homeobox 1 [Source:HGNC Symbol;Acc:HGNC:10541]
ENSG00000182575.7	chr17	+	49575858	49583827	ENSG00000182575	NXPH3	neurexophilin 3 [Source:HGNC Symbol;Acc:HGNC:8077]
ENSG00000182578.12	chr5	-	150053291	150113372	ENSG00000182578	CSF1R	colony stimulating factor 1 receptor [Source:HGNC Symbol;Acc:HGNC:2433]
ENSG00000182580.2	chr3	+	184561784	184582409	ENSG00000182580	EPHB3	EPH receptor B3 [Source:HGNC Symbol;Acc:HGNC:3394]
ENSG00000182584.4	chr20	+	33666498	33668525	ENSG00000182584	ACTL10	actin like 10 [Source:HGNC Symbol;Acc:HGNC:16127]
ENSG00000182600.8	chr2	+	232857270	232878708	ENSG00000182600	C2orf82	chromosome 2 open reading frame 82 [Source:HGNC Symbol;Acc:HGNC:33763]
ENSG00000182606.13	chr3	+	42013802	42225889	ENSG00000182606	TRAK1	trafficking kinesin protein 1 [Source:HGNC Symbol;Acc:HGNC:29947]
ENSG00000182612.9	chr17	+	81637171	81648749	ENSG00000182612	TSPAN10	tetraspanin 10 [Source:HGNC Symbol;Acc:HGNC:29942]
ENSG00000182621.15	chr20	+	8114453	8968360	ENSG00000182621	PLCB1	phospholipase C beta 1 [Source:HGNC Symbol;Acc:HGNC:15917]
ENSG00000182628.11	chr17	-	59109951	59155269	ENSG00000182628	SKA2	spindle and kinetochore associated complex subunit 2 [Source:HGNC Symbol;Acc:HGNC:28006]
ENSG00000182636.5	chr15	-	23685400	23687330	ENSG00000182636	NDN	necdin, MAGE family member [Source:HGNC Symbol;Acc:HGNC:7675]
ENSG00000182648.10	chr7	-	156472196	156640654	ENSG00000182648	LINC01006	long intergenic non-protein coding RNA 1006 [Source:HGNC Symbol;Acc:HGNC:48971]
ENSG00000182667.13	chr11	+	131370478	132336822	ENSG00000182667	NTM	neurotrimin [Source:HGNC Symbol;Acc:HGNC:17941]
ENSG00000182670.12	chr21	+	37073226	37203112	ENSG00000182670	TTC3	tetratricopeptide repeat domain 3 [Source:HGNC Symbol;Acc:HGNC:12393]
ENSG00000182685.6	chr16	-	2209253	2211950	ENSG00000182685	BRICD5	BRICHOS domain containing 5 [Source:HGNC Symbol;Acc:HGNC:28309]
ENSG00000182700.4	chr5	+	140125935	140129392	ENSG00000182700	IGIP	IgA-inducing protein [Source:HGNC Symbol;Acc:HGNC:33847]
ENSG00000182704.7	chr11	+	76782251	76798154	ENSG00000182704	TSKU	tsukushi, small leucine rich proteoglycan [Source:HGNC Symbol;Acc:HGNC:28850]
ENSG00000182718.15	chr15	-	60347134	60402883	ENSG00000182718	ANXA2	annexin A2 [Source:HGNC Symbol;Acc:HGNC:537]
ENSG00000182732.15	chr14	+	71932439	72566529	ENSG00000182732	RGS6	regulator of G-protein signaling 6 [Source:HGNC Symbol;Acc:HGNC:10002]
ENSG00000182742.5	chr17	-	48575513	48580111	ENSG00000182742	HOXB4	homeobox B4 [Source:HGNC Symbol;Acc:HGNC:5115]
ENSG00000182747.4	chr6	+	136922264	136925639	ENSG00000182747	SLC35D3	solute carrier family 35 member D3 [Source:HGNC Symbol;Acc:HGNC:15621]
ENSG00000182749.5	chr1	-	25861210	25871253	ENSG00000182749	PAQR7	progestin and adipoQ receptor family member 7 [Source:HGNC Symbol;Acc:HGNC:23146]
ENSG00000182752.9	chr9	+	116153804	116402322	ENSG00000182752	PAPPA	pappalysin 1 [Source:HGNC Symbol;Acc:HGNC:8602]
ENSG00000182768.8	chr15	+	90265659	90278141	ENSG00000182768	NGRN	neugrin, neurite outgrowth associated [Source:HGNC Symbol;Acc:HGNC:18077]
ENSG00000182771.16	chr10	-	85599555	86366493	ENSG00000182771	GRID1	glutamate ionotropic receptor delta type subunit 1 [Source:HGNC Symbol;Acc:HGNC:4575]
ENSG00000182774.9	chr15	-	82536753	82540564	ENSG00000182774	RPS17	ribosomal protein S17 [Source:HGNC Symbol;Acc:HGNC:10397]
ENSG00000182782.7	chr12	-	122701293	122703343	ENSG00000182782	HCAR2	hydroxycarboxylic acid receptor 2 [Source:HGNC Symbol;Acc:HGNC:24827]
ENSG00000182795.12	chr1	-	207018521	207032756	ENSG00000182795	C1orf116	chromosome 1 open reading frame 116 [Source:HGNC Symbol;Acc:HGNC:28667]
ENSG00000182796.11	chr12	+	55829745	55836246	ENSG00000182796	TMEM198B	transmembrane protein 198B (pseudogene) [Source:HGNC Symbol;Acc:HGNC:43629]
ENSG00000182798.9	chrX	+	16167481	16171464	ENSG00000182798	MAGEB17	MAGE family member B17 [Source:HGNC Symbol;Acc:HGNC:17418]
ENSG00000182809.9	chr14	+	105472962	105480170	ENSG00000182809	CRIP2	cysteine rich protein 2 [Source:HGNC Symbol;Acc:HGNC:2361]
ENSG00000182810.6	chr16	-	68021274	68023442	ENSG00000182810	DDX28	DEAD-box helicase 28 [Source:HGNC Symbol;Acc:HGNC:17330]
ENSG00000182827.8	chr1	-	226144679	226186730	ENSG00000182827	ACBD3	acyl-CoA binding domain containing 3 [Source:HGNC Symbol;Acc:HGNC:15453]
ENSG00000182831.10	chr16	+	9091648	9121640	ENSG00000182831	C16orf72	chromosome 16 open reading frame 72 [Source:HGNC Symbol;Acc:HGNC:30103]
ENSG00000182841.11	chr22	-	42555223	42582038	ENSG00000182841	RRP7BP	ribosomal RNA processing 7 homolog B, pseudogene [Source:HGNC Symbol;Acc:HGNC:30454]
ENSG00000182853.10	chr17	-	4785285	4786433	ENSG00000182853	VMO1	vitelline membrane outer layer 1 homolog [Source:HGNC Symbol;Acc:HGNC:30387]
ENSG00000182858.12	chr22	-	49900229	49918458	ENSG00000182858	ALG12	ALG12, alpha-1,6-mannosyltransferase [Source:HGNC Symbol;Acc:HGNC:19358]
ENSG00000182866.15	chr1	+	32251239	32286165	ENSG00000182866	LCK	LCK proto-oncogene, Src family tyrosine kinase [Source:HGNC Symbol;Acc:HGNC:6524]
ENSG00000182870.11	chr12	-	132196372	132329349	ENSG00000182870	GALNT9	polypeptide N-acetylgalactosaminyltransferase 9 [Source:HGNC Symbol;Acc:HGNC:4131]
ENSG00000182871.13	chr21	+	45405137	45513720	ENSG00000182871	COL18A1	collagen type XVIII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2195]
ENSG00000182872.14	chrX	+	47144869	47186813	ENSG00000182872	RBM10	RNA binding motif protein 10 [Source:HGNC Symbol;Acc:HGNC:9896]
ENSG00000182873.5	chr1	-	2181794	2184389	ENSG00000182873		
ENSG00000182885.15	chr16	+	57668187	57689378	ENSG00000182885	ADGRG3	adhesion G protein-coupled receptor G3 [Source:HGNC Symbol;Acc:HGNC:13728]
ENSG00000182890.4	chrX	+	121047588	121050080	ENSG00000182890	GLUD2	glutamate dehydrogenase 2 [Source:HGNC Symbol;Acc:HGNC:4336]
ENSG00000182899.13	chr3	+	197949987	197956610	ENSG00000182899	RPL35A	ribosomal protein L35a [Source:HGNC Symbol;Acc:HGNC:10345]
ENSG00000182902.12	chr22	+	17563439	17590994	ENSG00000182902	SLC25A18	solute carrier family 25 member 18 [Source:HGNC Symbol;Acc:HGNC:10988]
ENSG00000182903.14	chr4	-	425815	499156	ENSG00000182903	ZNF721	zinc finger protein 721 [Source:HGNC Symbol;Acc:HGNC:29425]
ENSG00000182912.6	chr21	+	44517216	44525952	ENSG00000182912	TSPEAR-AS2	TSPEAR antisense RNA 2 [Source:HGNC Symbol;Acc:HGNC:16428]
ENSG00000182916.7	chrX	+	103330196	103332326	ENSG00000182916	TCEAL7	transcription elongation factor A like 7 [Source:HGNC Symbol;Acc:HGNC:28336]
ENSG00000182919.13	chr11	+	93741591	93764749	ENSG00000182919	C11orf54	chromosome 11 open reading frame 54 [Source:HGNC Symbol;Acc:HGNC:30204]
ENSG00000182923.15	chr3	+	134485743	134575017	ENSG00000182923	CEP63	centrosomal protein 63 [Source:HGNC Symbol;Acc:HGNC:25815]
ENSG00000182934.10	chr11	-	126262919	126269144	ENSG00000182934	SRPRA	SRP receptor alpha subunit [Source:HGNC Symbol;Acc:HGNC:11307]
ENSG00000182944.16	chr22	+	29268009	29300525	ENSG00000182944	EWSR1	EWS RNA binding protein 1 [Source:HGNC Symbol;Acc:HGNC:3508]
ENSG00000182950.2	chr15	+	75723977	75727688	ENSG00000182950	ODF3L1	outer dense fiber of sperm tails 3 like 1 [Source:HGNC Symbol;Acc:HGNC:28735]
ENSG00000182952.4	chr6	+	26538405	26546254	ENSG00000182952	HMGN4	high mobility group nucleosomal binding domain 4 [Source:HGNC Symbol;Acc:HGNC:4989]
ENSG00000182957.14	chr13	+	23979805	24307074	ENSG00000182957	SPATA13	spermatogenesis associated 13 [Source:HGNC Symbol;Acc:HGNC:23222]
ENSG00000182963.8	chr17	-	44798448	44830816	ENSG00000182963	GJC1	gap junction protein gamma 1 [Source:HGNC Symbol;Acc:HGNC:4280]
ENSG00000182968.4	chr13	+	112067647	112070488	ENSG00000182968	SOX1	SRY-box 1 [Source:HGNC Symbol;Acc:HGNC:11189]
ENSG00000182973.17	chr3	+	32685145	32773875	ENSG00000182973	CNOT10	CCR4-NOT transcription complex subunit 10 [Source:HGNC Symbol;Acc:HGNC:23817]
ENSG00000182979.16	chr14	+	105419820	105470729	ENSG00000182979	MTA1	metastasis associated 1 [Source:HGNC Symbol;Acc:HGNC:7410]
ENSG00000182983.13	chr3	+	42905731	42917641	ENSG00000182983	ZNF662	zinc finger protein 662 [Source:HGNC Symbol;Acc:HGNC:31930]
ENSG00000182985.15	chr11	-	115169218	115504957	ENSG00000182985	CADM1	cell adhesion molecule 1 [Source:HGNC Symbol;Acc:HGNC:5951]
ENSG00000182986.11	chr19	-	52863790	52897693	ENSG00000182986	ZNF320	zinc finger protein 320 [Source:HGNC Symbol;Acc:HGNC:13842]
ENSG00000182993.3	chr12	+	14803572	14906586	ENSG00000182993	C12orf60	chromosome 12 open reading frame 60 [Source:HGNC Symbol;Acc:HGNC:28726]
ENSG00000183010.15	chr17	-	81932384	81942412	ENSG00000183010	PYCR1	pyrroline-5-carboxylate reductase 1 [Source:HGNC Symbol;Acc:HGNC:9721]
ENSG00000183011.12	chr17	-	7856685	7885238	ENSG00000183011	NAA38	N(alpha)-acetyltransferase 38, NatC auxiliary subunit [Source:HGNC Symbol;Acc:HGNC:28212]
ENSG00000183018.7	chr17	+	4498838	4539035	ENSG00000183018	SPNS2	sphingolipid transporter 2 [Source:HGNC Symbol;Acc:HGNC:26992]
ENSG00000183019.6	chr19	+	7676628	7679826	ENSG00000183019	MCEMP1	mast cell-expressed membrane protein 1 [Source:HGNC Symbol;Acc:HGNC:27291]
ENSG00000183020.12	chr11	+	924894	1012245	ENSG00000183020	AP2A2	adaptor related protein complex 2 alpha 2 subunit [Source:HGNC Symbol;Acc:HGNC:562]
ENSG00000183023.17	chr2	-	40097270	40611053	ENSG00000183023	SLC8A1	solute carrier family 8 member A1 [Source:HGNC Symbol;Acc:HGNC:11068]
ENSG00000183032.9	chr14	-	36677921	37172866	ENSG00000183032	SLC25A21	solute carrier family 25 member 21 [Source:HGNC Symbol;Acc:HGNC:14411]
ENSG00000183036.9	chr21	+	39867317	39929397	ENSG00000183036	PCP4	Purkinje cell protein 4 [Source:HGNC Symbol;Acc:HGNC:8742]
ENSG00000183044.10	chr16	+	8674565	8784575	ENSG00000183044	ABAT	4-aminobutyrate aminotransferase [Source:HGNC Symbol;Acc:HGNC:23]
ENSG00000183048.10	chr17	+	81712236	81721016	ENSG00000183048	SLC25A10	solute carrier family 25 member 10 [Source:HGNC Symbol;Acc:HGNC:10980]
ENSG00000183049.11	chr10	+	12349482	12835545	ENSG00000183049	CAMK1D	calcium/calmodulin dependent protein kinase ID [Source:HGNC Symbol;Acc:HGNC:19341]
ENSG00000183060.14	chr15	-	99715697	99733561	ENSG00000183060	LYSMD4	LysM domain containing 4 [Source:HGNC Symbol;Acc:HGNC:26571]
ENSG00000183066.13	chr22	+	41998725	42058456	ENSG00000183066	WBP2NL	WBP2 N-terminal like [Source:HGNC Symbol;Acc:HGNC:28389]
ENSG00000183077.14	chr17	+	78187317	78207701	ENSG00000183077	AFMID	arylformamidase [Source:HGNC Symbol;Acc:HGNC:20910]
ENSG00000183087.13	chr13	-	113820549	113864067	ENSG00000183087	GAS6	growth arrest specific 6 [Source:HGNC Symbol;Acc:HGNC:4168]
ENSG00000183091.18	chr2	-	151485336	151734487	ENSG00000183091	NEB	nebulin [Source:HGNC Symbol;Acc:HGNC:7720]
ENSG00000183092.14	chr14	-	100537149	100587413	ENSG00000183092	BEGAIN	brain enriched guanylate kinase associated [Source:HGNC Symbol;Acc:HGNC:24163]
ENSG00000183098.9	chr13	+	93226842	94407401	ENSG00000183098	GPC6	glypican 6 [Source:HGNC Symbol;Acc:HGNC:4454]
ENSG00000183111.10	chr5	+	149551947	149634968	ENSG00000183111	ARHGEF37	Rho guanine nucleotide exchange factor 37 [Source:HGNC Symbol;Acc:HGNC:34430]
ENSG00000183134.4	chr11	-	60850940	60855971	ENSG00000183134	PTGDR2	prostaglandin D2 receptor 2 [Source:HGNC Symbol;Acc:HGNC:4502]
ENSG00000183137.13	chr6	+	109095110	109163932	ENSG00000183137	CEP57L1	centrosomal protein 57 like 1 [Source:HGNC Symbol;Acc:HGNC:21561]
ENSG00000183145.7	chr21	+	37006150	37019659	ENSG00000183145	RIPPLY3	ripply transcriptional repressor 3 [Source:HGNC Symbol;Acc:HGNC:3047]
ENSG00000183150.6	chr12	-	12660891	12696207	ENSG00000183150	GPR19	G protein-coupled receptor 19 [Source:HGNC Symbol;Acc:HGNC:4473]
ENSG00000183155.4	chr1	-	202878957	202889135	ENSG00000183155	RABIF	RAB interacting factor [Source:HGNC Symbol;Acc:HGNC:9797]
ENSG00000183160.8	chr12	-	108589846	108598320	ENSG00000183160	TMEM119	transmembrane protein 119 [Source:HGNC Symbol;Acc:HGNC:27884]
ENSG00000183161.4	chr11	-	22622519	22626787	ENSG00000183161	FANCF	Fanconi anemia complementation group F [Source:HGNC Symbol;Acc:HGNC:3587]
ENSG00000183172.8	chr22	+	42079691	42084284	ENSG00000183172	SMDT1	single-pass membrane protein with aspartate rich tail 1 [Source:HGNC Symbol;Acc:HGNC:25055]
ENSG00000183186.6	chr19	-	405438	409139	ENSG00000183186	C2CD4C	C2 calcium dependent domain containing 4C [Source:HGNC Symbol;Acc:HGNC:29417]
ENSG00000183196.7	chr16	-	75472052	75495384	ENSG00000183196	CHST6	carbohydrate sulfotransferase 6 [Source:HGNC Symbol;Acc:HGNC:6938]
ENSG00000183199.6	chr4	+	87891843	87894015	ENSG00000183199	HSP90AB3P	heat shock protein 90kDa alpha family class B member 3, pseudogene [Source:HGNC Symbol;Acc:HGNC:5259]
ENSG00000183207.11	chr19	+	48993448	49015995	ENSG00000183207	RUVBL2	RuvB like AAA ATPase 2 [Source:HGNC Symbol;Acc:HGNC:10475]
ENSG00000183208.11	chr15	+	90233808	90245811	ENSG00000183208	GDPGP1	GDP-D-glucose phosphorylase 1 [Source:HGNC Symbol;Acc:HGNC:34360]
ENSG00000183248.10	chr19	-	7868719	7874379	ENSG00000183248	PRR36	proline rich 36 [Source:HGNC Symbol;Acc:HGNC:26172]
ENSG00000183250.10	chr21	-	44932814	44939913	ENSG00000183250	LINC01547	long intergenic non-protein coding RNA 1547 [Source:HGNC Symbol;Acc:HGNC:15707]
ENSG00000183255.10	chr21	-	44849585	44873903	ENSG00000183255	PTTG1IP	pituitary tumor-transforming 1 interacting protein [Source:HGNC Symbol;Acc:HGNC:13524]
ENSG00000183258.10	chr5	-	177511577	177517469	ENSG00000183258	DDX41	DEAD-box helicase 41 [Source:HGNC Symbol;Acc:HGNC:18674]
ENSG00000183273.5	chr12	+	119334712	119541047	ENSG00000183273	CCDC60	coiled-coil domain containing 60 [Source:HGNC Symbol;Acc:HGNC:28610]
ENSG00000183283.14	chr12	+	51238292	51271362	ENSG00000183283	DAZAP2	DAZ associated protein 2 [Source:HGNC Symbol;Acc:HGNC:2684]
ENSG00000183287.12	chr18	-	59430940	59697380	ENSG00000183287	CCBE1	collagen and calcium binding EGF domains 1 [Source:HGNC Symbol;Acc:HGNC:29426]
ENSG00000183291.14	chr1	-	86862445	86914424	ENSG00000183291		15 kDa selenoprotein [Source:EntrezGene;Acc:9403]
ENSG00000183298.5	chr1	-	101786340	101787219	ENSG00000183298	RPSAP19	ribosomal protein SA pseudogene 19 [Source:HGNC Symbol;Acc:HGNC:36508]
ENSG00000183307.3	chr22	-	17116299	17121367	ENSG00000183307	CECR6	cat eye syndrome chromosome region, candidate 6 [Source:HGNC Symbol;Acc:HGNC:1844]
ENSG00000183309.10	chr8	+	143636013	143656418	ENSG00000183309	ZNF623	zinc finger protein 623 [Source:HGNC Symbol;Acc:HGNC:29084]
ENSG00000183317.15	chr1	-	37713880	37765133	ENSG00000183317	EPHA10	EPH receptor A10 [Source:HGNC Symbol;Acc:HGNC:19987]
ENSG00000183323.11	chr5	-	69280175	69332809	ENSG00000183323	CCDC125	coiled-coil domain containing 125 [Source:HGNC Symbol;Acc:HGNC:28924]
ENSG00000183337.15	chrX	-	40049815	40177329	ENSG00000183337	BCOR	BCL6 corepressor [Source:HGNC Symbol;Acc:HGNC:20893]
ENSG00000183340.6	chr11	+	96389989	96507574	ENSG00000183340	JRKL	JRK-like [Source:HGNC Symbol;Acc:HGNC:6200]
ENSG00000183354.10	chr9	-	5881596	6007901	ENSG00000183354	KIAA2026	KIAA2026 [Source:HGNC Symbol;Acc:HGNC:23378]
ENSG00000183386.8	chr1	-	37996770	38005606	ENSG00000183386	FHL3	four and a half LIM domains 3 [Source:HGNC Symbol;Acc:HGNC:3704]
ENSG00000183397.5	chr19	+	3539154	3544030	ENSG00000183397	C19orf71	chromosome 19 open reading frame 71 [Source:HGNC Symbol;Acc:HGNC:34496]
ENSG00000183401.10	chr19	+	11344684	11354944	ENSG00000183401	CCDC159	coiled-coil domain containing 159 [Source:HGNC Symbol;Acc:HGNC:26996]
ENSG00000183421.10	chr21	-	41739369	41767106	ENSG00000183421	RIPK4	receptor interacting serine/threonine kinase 4 [Source:HGNC Symbol;Acc:HGNC:496]
ENSG00000183426.14	chr16	+	14750813	14952060	ENSG00000183426	NPIPA1	nuclear pore complex interacting protein family member A1 [Source:HGNC Symbol;Acc:HGNC:7909]
ENSG00000183431.10	chr1	-	37956975	37990921	ENSG00000183431	SF3A3	splicing factor 3a subunit 3 [Source:HGNC Symbol;Acc:HGNC:10767]
ENSG00000183444.10	chr7	-	97966090	97967074	ENSG00000183444	OR7E38P	olfactory receptor family 7 subfamily E member 38 pseudogene [Source:HGNC Symbol;Acc:HGNC:8411]
ENSG00000183458.12	chr16	+	14911551	14935708	ENSG00000183458		
ENSG00000183463.5	chr13	-	27977714	27988654	ENSG00000183463	URAD	ureidoimidazoline (2-oxo-4-hydroxy-4-carboxy-5-) decarboxylase [Source:HGNC Symbol;Acc:HGNC:17785]
ENSG00000183474.14	chr5	+	69560208	69594723	ENSG00000183474	GTF2H2C	GTF2H2 family member C [Source:HGNC Symbol;Acc:HGNC:31394]
ENSG00000183475.11	chr15	+	100602534	100651705	ENSG00000183475	ASB7	ankyrin repeat and SOCS box containing 7 [Source:HGNC Symbol;Acc:HGNC:17182]
ENSG00000183479.11	chrX	-	153444720	153470587	ENSG00000183479	TREX2	three prime repair exonuclease 2 [Source:HGNC Symbol;Acc:HGNC:12270]
ENSG00000183484.10	chr14	-	105049389	105065445	ENSG00000183484	GPR132	G protein-coupled receptor 132 [Source:HGNC Symbol;Acc:HGNC:17482]
ENSG00000183486.11	chr21	+	41361943	41409390	ENSG00000183486	MX2	MX dynamin like GTPase 2 [Source:HGNC Symbol;Acc:HGNC:7533]
ENSG00000183495.12	chr12	+	131949920	132081102	ENSG00000183495	EP400	E1A binding protein p400 [Source:HGNC Symbol;Acc:HGNC:11958]
ENSG00000183496.5	chr15	-	82041778	82046141	ENSG00000183496	MEX3B	mex-3 RNA binding family member B [Source:HGNC Symbol;Acc:HGNC:25297]
ENSG00000183506.15	chr22	-	21473000	21517533	ENSG00000183506	PI4KAP2	phosphatidylinositol 4-kinase alpha pseudogene 2 [Source:HGNC Symbol;Acc:HGNC:33577]
ENSG00000183508.4	chr1	+	117605934	117628372	ENSG00000183508	FAM46C	family with sequence similarity 46 member C [Source:HGNC Symbol;Acc:HGNC:24712]
ENSG00000183513.7	chr2	-	98599310	98608515	ENSG00000183513	COA5	cytochrome c oxidase assembly factor 5 [Source:HGNC Symbol;Acc:HGNC:33848]
ENSG00000183520.10	chr1	+	38009258	38024824	ENSG00000183520	UTP11	UTP11, small subunit processome component homolog (S. cerevisiae) [Source:HGNC Symbol;Acc:HGNC:24329]
ENSG00000183527.10	chr21	-	39174769	39183851	ENSG00000183527	PSMG1	proteasome assembly chaperone 1 [Source:HGNC Symbol;Acc:HGNC:3043]
ENSG00000183530.12	chr22	-	31676256	31750140	ENSG00000183530	PRR14L	proline rich 14 like [Source:HGNC Symbol;Acc:HGNC:28738]
ENSG00000183569.16	chr22	+	42553617	42574382	ENSG00000183569	SERHL2	serine hydrolase-like 2 [Source:HGNC Symbol;Acc:HGNC:29446]
ENSG00000183570.15	chr21	+	45643694	45942454	ENSG00000183570	PCBP3	poly(rC) binding protein 3 [Source:HGNC Symbol;Acc:HGNC:8651]
ENSG00000183576.11	chr14	-	99397746	99480889	ENSG00000183576	SETD3	SET domain containing 3 [Source:HGNC Symbol;Acc:HGNC:20493]
ENSG00000183578.5	chr15	-	51056598	51105276	ENSG00000183578	TNFAIP8L3	TNF alpha induced protein 8 like 3 [Source:HGNC Symbol;Acc:HGNC:20620]
ENSG00000183579.14	chr22	+	28883592	29057487	ENSG00000183579	ZNRF3	zinc and ring finger 3 [Source:HGNC Symbol;Acc:HGNC:18126]
ENSG00000183580.9	chr5	+	15500196	15939795	ENSG00000183580	FBXL7	F-box and leucine rich repeat protein 7 [Source:HGNC Symbol;Acc:HGNC:13604]
ENSG00000183597.14	chr22	+	20017014	20065926	ENSG00000183597	TANGO2	transport and golgi organization 2 homolog [Source:HGNC Symbol;Acc:HGNC:25439]
ENSG00000183604.13	chr16	-	30267553	30335374	ENSG00000183604	SMG1P5	SMG1P5, nonsense mediated mRNA decay associated PI3K related kinase pseudogene 5 [Source:HGNC Symbol;Acc:HGNC:49862]
ENSG00000183605.15	chr10	-	119140767	119165667	ENSG00000183605	SFXN4	sideroflexin 4 [Source:HGNC Symbol;Acc:HGNC:16088]
ENSG00000183615.5	chr1	+	32247233	32248856	ENSG00000183615	FAM167B	family with sequence similarity 167 member B [Source:HGNC Symbol;Acc:HGNC:28133]
ENSG00000183617.4	chr19	+	3762664	3768575	ENSG00000183617	MRPL54	mitochondrial ribosomal protein L54 [Source:HGNC Symbol;Acc:HGNC:16685]
ENSG00000183621.14	chr10	-	30820207	31031937	ENSG00000183621	ZNF438	zinc finger protein 438 [Source:HGNC Symbol;Acc:HGNC:21029]
ENSG00000183624.12	chr3	+	129278828	129306186	ENSG00000183624	HMCES	5-hydroxymethylcytosine binding, ES cell specific [Source:HGNC Symbol;Acc:HGNC:24446]
ENSG00000183628.11	chr22	+	18906028	18914238	ENSG00000183628	DGCR6	DiGeorge syndrome critical region gene 6 [Source:HGNC Symbol;Acc:HGNC:2846]
ENSG00000183647.9	chr19	+	57599885	57612722	ENSG00000183647	ZNF530	zinc finger protein 530 [Source:HGNC Symbol;Acc:HGNC:29297]
ENSG00000183648.8	chr14	-	92116122	92121917	ENSG00000183648	NDUFB1	NADH:ubiquinone oxidoreductase subunit B1 [Source:HGNC Symbol;Acc:HGNC:7695]
ENSG00000183655.12	chr15	-	85759323	85795030	ENSG00000183655	KLHL25	kelch like family member 25 [Source:HGNC Symbol;Acc:HGNC:25732]
ENSG00000183665.5	chr8	+	124450820	124462150	ENSG00000183665	TRMT12	tRNA methyltransferase 12 homolog [Source:HGNC Symbol;Acc:HGNC:26091]
ENSG00000183666.15	chr5	+	21341833	21589372	ENSG00000183666	GUSBP1	glucuronidase, beta pseudogene 1 [Source:HGNC Symbol;Acc:HGNC:13670]
ENSG00000183671.11	chr2	-	206175316	206218047	ENSG00000183671	GPR1	G protein-coupled receptor 1 [Source:HGNC Symbol;Acc:HGNC:4463]
ENSG00000183682.7	chr1	+	39491646	39525935	ENSG00000183682	BMP8A	bone morphogenetic protein 8a [Source:HGNC Symbol;Acc:HGNC:21650]
ENSG00000183684.7	chr17	-	81887844	81891586	ENSG00000183684	ALYREF	Aly/REF export factor [Source:HGNC Symbol;Acc:HGNC:19071]
